0.	223.73
0.05	202.52
0.1	190.85
0.15000000000000002	177.33
0.2	170.15
0.25	150.94
0.30000000000000004	133.41
0.35000000000000003	127.42
0.4	121.8
0.45	114.59
0.5	103.19
0.55	99.39
0.6000000000000001	88.81
0.65	82.82
0.7000000000000001	78.83
0.75	70.35
0.8	63.76
0.8500000000000001	60.21
0.9	55.08
0.9500000000000001	52.58
1.	46.65
1.05	44.67
1.1	39.93
1.1500000000000001	39.24
1.2000000000000002	35.63
1.25	31.57
1.3	30.73
1.35	27.22
1.4000000000000001	26.39
1.4500000000000002	24.49
1.5	22.58
1.55	21.48
1.6	20.17
1.6500000000000001	18.44
1.7000000000000002	17.5
1.75	16.03
1.8	14.15
1.85	12.85
1.9000000000000001	11.87
1.9500000000000002	11.31
2.	10.19
2.0500000000000003	10.06
2.1	9.42
2.15	8.7
2.2	8.19
2.25	7.09
2.3000000000000003	6.88
2.35	6.
2.4000000000000004	5.77
2.45	5.21
2.5	4.82
2.5500000000000003	4.4
2.6	4.47
2.6500000000000004	4.04
2.7	3.76
2.75	3.34
2.8000000000000003	3.03
2.85	3.07
2.9000000000000004	2.79
2.95	2.51
3.	2.39
3.0500000000000003	2.23
3.1	2.04
3.1500000000000004	1.78
3.2	1.75
3.25	1.53
3.3000000000000003	1.53
3.35	1.34
3.4000000000000004	1.3
3.45	1.22
3.5	1.05
3.5500000000000003	0.98
3.6	0.91
3.6500000000000004	0.88
3.7	0.84
3.75	0.72
3.8000000000000003	0.68
3.85	0.67
3.9000000000000004	0.58
3.95	0.57
4.	0.49
4.05	0.49
4.1000000000000005	0.43
4.15	0.4
4.2	0.37
4.25	0.33
4.3	0.33
4.3500000000000005	0.29
4.4	0.28
4.45	0.24
4.5	0.25
4.55	0.23
4.6000000000000005	0.19
4.65	0.18
4.7	0.18
4.75	0.16
4.800000000000001	0.15
4.8500000000000005	0.14
4.9	0.13
4.95	0.12
5.	0.11
5.050000000000001	0.1
5.1000000000000005	0.09
5.15	0.09
5.2	0.08
5.25	0.07
5.300000000000001	0.06
5.3500000000000005	0.06
5.4	0.06
5.45	0.05
5.5	0.05
5.550000000000001	0.05
5.6000000000000005	0.04
5.65	0.04
5.7	0.03
5.75	0.03
5.800000000000001	0.03
5.8500000000000005	0.03
5.9	0.02
5.95	0.02
6.	0.02
