0.	259.33
0.05	246.68
0.1	218.75
0.15000000000000002	216.51
0.2	193.47
0.25	192.33
0.30000000000000004	173.98
0.35000000000000003	167.93
0.4	151.07
0.45	148.1
0.5	145.21
0.55	136.43
0.6000000000000001	120.
0.65	112.22
0.7000000000000001	108.94
0.75	101.73
0.8	96.66
0.8500000000000001	88.61
0.9	86.03
0.9500000000000001	81.98
1.	79.36
1.05	70.13
1.1	71.57
1.1500000000000001	67.93
1.2000000000000002	63.64
1.25	55.78
1.3	54.86
1.35	49.58
1.4000000000000001	49.09
1.4500000000000002	45.13
1.5	41.83
1.55	40.91
1.6	38.37
1.6500000000000001	37.54
1.7000000000000002	33.47
1.75	32.86
1.8	29.9
1.85	29.51
1.9000000000000001	28.27
1.9500000000000002	25.37
2.	25.32
2.0500000000000003	23.27
2.1	21.69
2.15	21.27
2.2	18.74
2.25	18.36
2.3000000000000003	17.49
2.35	15.42
2.4000000000000004	15.13
2.45	14.43
2.5	13.2
2.5500000000000003	13.41
2.6	12.54
2.6500000000000004	11.1
2.7	10.33
2.75	10.15
2.8000000000000003	9.54
2.85	9.
2.9000000000000004	8.85
2.95	8.35
3.	7.37
3.0500000000000003	7.34
3.1	6.43
3.1500000000000004	6.39
3.2	5.88
3.25	5.44
3.3000000000000003	5.34
3.35	5.1
3.4000000000000004	4.55
3.45	4.48
3.5	4.35
3.5500000000000003	4.02
3.6	3.81
3.6500000000000004	3.72
3.7	3.37
3.75	3.19
3.8000000000000003	3.05
3.85	2.87
3.9000000000000004	2.64
3.95	2.4
4.	2.3
4.05	2.17
4.1000000000000005	2.11
4.15	1.91
4.2	1.78
4.25	1.75
4.3	1.66
4.3500000000000005	1.58
4.4	1.51
4.45	1.37
4.5	1.38
4.55	1.3
4.6000000000000005	1.19
4.65	1.14
4.7	1.01
4.75	0.97
4.800000000000001	0.88
4.8500000000000005	0.9
4.9	0.83
4.95	0.8
5.	0.71
5.050000000000001	0.66
5.1000000000000005	0.63
5.15	0.63
5.2	0.61
5.25	0.57
5.300000000000001	0.52
5.3500000000000005	0.49
5.4	0.48
5.45	0.43
5.5	0.39
5.550000000000001	0.4
5.6000000000000005	0.35
5.65	0.33
5.7	0.31
5.75	0.32
5.800000000000001	0.29
5.8500000000000005	0.26
5.9	0.26
5.95	0.24
6.	0.23
